"Region","Median.Sale.Price","Median.Sale.Price.MoM","Median.Sale.Price.YoY","Homes.Sold","Homes.Sold.MoM","Homes.Sold.YoY","New.Listings","New.Listings.MoM","New.Listings.YoY","Inventory","Inventory.MoM","Inventory.YoY","Days.on.Market","Days.on.Market.MoM","Days.on.Market.YoY","Average.Sale.To.List","Average.Sale.To.List.MoM","Average.Sale.To.List.YoY","DATE","CSUSHPISA","MEDSQUFEEUS","MEDSQUFEE14460","MEDSQUFEE16980","MEDSQUFEE6037","MEDSQUFEE42101","MEDSQUFEE42660","MEDSQUFEE47900","UNRATE.y","T10Y2Y.y","MORTGAGE30US.y","UMCSENT.y","Sold.Inventory.Ratio","Market.Type"
"Boston, MA metro area","$685K","0.00%","8.70%",3015,"-1.60%","-12.30%","3,797","-14.90%","-2.30%",5823,"-0.80%","-15.40%",19,-1,-2,"102.00%","-0.10%","1.30%","10/01/23","312.756","1875","1879","1794","1774","1262","1960","2000",3.8,-0.26952381,7.62,63.8,51.7774343122102,"Seller"
"Boston, MA metro area","$675K","-1.50%","5.40%",3025,"0.30%","-8.90%","2,682","-29.40%","-4.30%",5005,"-14.00%","-13.00%",20,1,-2,"101.50%","-0.50%","1.10%","11/01/23","313.632","1858","1868","1778","1772","1261","1913","1990",3.7,-0.37952381,7.442,61.3,60.4395604395604,"Seller"
"Boston, MA metro area","$670K","-0.70%","10.70%",2682,"-11.30%","-18.40%","1,253","-53.30%","-2.50%",3502,"-30.00%","-12.90%",22,2,-3,"100.70%","-0.80%","1.20%","12/01/23","314.443","1838","1835","1758","1764","1260","1888","1955",3.7,-0.437,6.815,69.7,76.5848086807539,"Seller"
"Boston, MA metro area","$675K","0.70%","10.60%",1983,"-26.10%","-8.40%","2,713","116.50%","10.60%",3916,"11.80%","-4.10%",26,4,-6,"100.10%","-0.60%","1.00%","01/01/24","315.728","1823","1814","1759","1761","1255","1845","1921",3.7,-0.264761905,6.6425,79,50.6384065372829,"Seller"
"Boston, MA metro area","$665K","-1.40%","11.20%",1809,"-8.80%","-0.90%","3,156","16.30%","18.80%",4240,"8.30%","7.50%",23,-3,-8,"100.70%","0.60%","1.10%","02/01/24","317.257","1818","1838","1764","1771","1245","1841","1907",3.9,-0.3365,6.776,76.9,42.6650943396226,"Seller"
"Boston, MA metro area","$710K","6.80%","9.20%",2454,"35.70%","-7.80%","3,643","15.40%","-17.70%",4324,"2.00%","-12.10%",20,-3,-2,"101.70%","0.90%","1.00%","03/01/24","318.217","1825","1830","1800",".","1257","1860","1906",3.8,-0.3795,6.82,79.4,56.7530064754857,"Seller"
"Boston, MA metro area","$714K","0.60%","6.70%",2926,"19.20%","13.50%","5,127","40.70%","25.30%",5344,"23.60%","3.60%",18,-2,-1,"102.80%","1.10%","0.60%","04/01/24","319.048","1840","1808","1800",".","1260","1860","1944",3.9,-0.334090909,6.9925,77.2,54.752994011976,"Seller"
"Boston, MA metro area","$735K","2.90%","5.00%",3574,"22.10%","3.80%","5,796","13.00%","11.80%",6107,"14.30%","10.50%",18,0,0,"103.40%","0.60%","0.40%","05/01/24",".","1859","1884","1853",".","1260","1896","1966",4,-0.374090909,7.06,69.1,58.5230063861143,"Seller"
"Chicago, IL metro area","$140K","-1.90%","-8.50%",3989,"-25.80%","11.90%","8,131","57.00%","-8.70%",39017,"-1.10%","-18.10%",96,1,-2,"93.80%","-0.10%","-0.30%","01/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.726,3.915,75,10.2237486223954,"Buyer"
"Chicago, IL metro area","$135K","-3.60%","-9.30%",4314,"8.10%","23.60%","9,649","18.70%","9.70%",39506,"1.30%","-18.30%",100,4,1,"94.10%","0.40%","-0.40%","02/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.6895,3.89,75.3,10.9198602743887,"Buyer"
"Chicago, IL metro area","$150K","11.10%","-2.00%",5739,"33.00%","20.60%","11,636","20.60%","-7.20%",40214,"1.80%","-19.00%",102,2,-3,"94.60%","0.40%","0.10%","03/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.82818181818182,3.954,76.2,14.2711493509723,"Buyer"
"Chicago, IL metro area","$157K","4.70%","-1.90%",6049,"5.40%","19.30%","11,116","-4.50%","-1.50%",40290,"0.20%","-20.00%",87,-15,-19,"94.80%","0.30%","0.30%","04/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.76095238095238,3.91,76.4,15.0136510300323,"Equilibrium"
"Chicago, IL metro area","$170K","8.30%","2.90%",7279,"20.30%","26.00%","11,204","0.80%","-0.10%",40140,"-0.40%","-21.20%",70,-17,-21,"95.10%","0.20%","0.50%","05/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.51818181818182,3.798,79.3,18.1340308918784,"Equilibrium"
"Chicago, IL metro area","$180K","6.00%","1.30%",7911,"8.70%","21.20%","10,781","-3.80%","2.30%",39889,"-0.60%","-21.40%",62,-8,-20,"95.50%","0.40%","1.10%","06/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.33047619047619,3.675,73.2,19.832535285417,"Equilibrium"
"Chicago, IL metro area","$172K","-4.60%","-4.40%",7383,"-6.70%","29.30%","9,929","-7.90%","6.30%",39240,"-1.60%","-21.20%",62,0,-20,"95.40%","-0.10%","1.00%","07/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.27857142857143,3.55,72.3,18.8149847094801,"Equilibrium"
"Chicago, IL metro area","$170K","-1.20%","-2.60%",8030,"8.80%","29.20%","9,645","-2.90%","0.90%",37974,"-3.20%","-21.80%",64,2,-25,"95.50%","0.10%","1.60%","08/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.1,1.4095652173913,3.602,74.3,21.146047295518,"Seller"
"Chicago, IL metro area","$160K","-5.90%","0.00%",6542,"-18.50%","21.50%","8,743","-9.40%","4.00%",37035,"-2.50%","-21.10%",63,-1,-23,"95.70%","0.20%","1.60%","09/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.4678947368421,3.4975,78.3,17.6643715404347,"Equilibrium"
"Chicago, IL metro area","$154K","-3.80%","3.70%",7215,"10.30%","43.90%","8,670","-0.80%","8.80%",35049,"-5.40%","-22.00%",66,3,-26,"95.40%","-0.20%","1.60%","10/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.46904761904762,3.3825,82.6,20.5854660617992,"Seller"
"Chicago, IL metro area","$155K","0.60%","4.40%",6638,"-8.00%","37.70%","6,578","-24.10%","-2.90%",32256,"-8.00%","-24.20%",68,2,-22,"95.40%","-0.10%","1.60%","11/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.386,3.352,82.7,20.5791170634921,"Seller"
"Chicago, IL metro area","$151K","-2.60%","5.80%",6439,"-3.00%","19.80%","5,224","-20.60%","0.90%",29424,"-8.80%","-25.40%",69,1,-26,"95.30%","-0.10%","1.40%","12/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.9,1.462,3.345,72.9,21.8834964654704,"Seller"
"Chicago, IL metro area","$141K","-6.60%","0.70%",5461,"-15.20%","36.90%","9,045","73.10%","11.20%",29424,"0.00%","-24.60%",75,6,-21,"95.60%","0.20%","1.80%","01/01/13",NA,NA,NA,NA,NA,NA,NA,NA,8,1.64952380952381,3.414,73.8,18.5596791734638,"Equilibrium"
"Chicago, IL metro area","$139K","-1.40%","3.00%",5157,"-5.60%","19.50%","9,625","6.40%","-0.20%",29548,"0.40%","-25.20%",73,-2,-27,"95.90%","0.30%","1.80%","02/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.71684210526316,3.5325,77.6,17.4529578990118,"Equilibrium"
"Chicago, IL metro area","$155K","11.50%","3.30%",6883,"33.50%","19.90%","10,881","13.00%","-6.50%",29332,"-0.70%","-27.10%",66,-7,-36,"96.20%","0.30%","1.70%","03/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.7015,3.565,78.6,23.4658393563344,"Seller"
"Chicago, IL metro area","$173K","11.60%","10.20%",7934,"15.30%","31.20%","12,793","17.60%","15.10%",29923,"2.00%","-25.70%",50,-16,-37,"96.80%","0.60%","2.00%","04/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.6,1.52681818181818,3.445,76.4,26.514721117535,"Seller"
"Chicago, IL metro area","$184K","6.40%","8.20%",9490,"19.60%","30.40%","12,684","-0.90%","13.20%",30540,"2.10%","-23.90%",43,-7,-27,"97.10%","0.40%","2.10%","05/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.67772727272727,3.536,84.5,31.0740013097577,"Seller"
"Chicago, IL metro area","$207K","12.50%","14.80%",9576,"0.90%","21.00%","12,086","-4.70%","12.10%",31102,"1.80%","-22.00%",39,-4,-23,"97.30%","0.20%","1.80%","06/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.9665,4.07,84.1,30.7890167834866,"Seller"
"Chicago, IL metro area","$203K","-2.20%","17.70%",10142,"5.90%","37.40%","11,822","-2.20%","19.10%",31473,"1.20%","-19.80%",38,-1,-24,"97.50%","0.20%","2.10%","07/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.3,2.24136363636364,4.37,85.1,32.2244463508404,"Seller"
"Chicago, IL metro area","$198K","-2.20%","16.50%",9971,"-1.70%","24.20%","11,227","-5.00%","16.40%",31430,"-0.10%","-17.20%",39,1,-25,"97.50%","0.00%","2.00%","08/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.38090909090909,4.456,82.1,31.7244670696787,"Seller"
"Chicago, IL metro area","$185K","-6.60%","15.60%",8315,"-16.60%","27.10%","10,080","-10.20%","15.30%",31899,"1.50%","-13.90%",41,2,-22,"97.30%","-0.20%","1.70%","09/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.4055,4.49,77.5,26.0666478572996,"Seller"
"Chicago, IL metro area","$175K","-5.40%","13.60%",8099,"-2.60%","12.30%","9,320","-7.50%","7.50%",31753,"-0.50%","-9.40%",44,3,-22,"97.00%","-0.30%","1.60%","10/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.28045454545455,4.192,73.2,25.5062513778226,"Seller"
"Chicago, IL metro area","$170K","-2.90%","9.70%",6639,"-18.00%","0.00%","6,791","-27.10%","3.20%",28078,"-11.60%","-13.00%",50,6,-18,"96.80%","-0.20%","1.40%","11/01/13",NA,NA,NA,NA,NA,NA,NA,NA,6.9,2.41473684210526,4.255,75.1,23.6448464990384,"Seller"
"Chicago, IL metro area","$175K","2.90%","15.90%",7129,"7.40%","10.70%","5,629","-17.10%","7.80%",25837,"-8.00%","-12.20%",52,2,-17,"97.10%","0.30%","1.80%","12/01/13",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.56190476190476,4.4575,82.5,27.5922127181948,"Seller"
"Chicago, IL metro area","$164K","-6.30%","16.30%",5081,"-28.70%","-7.00%","7,551","34.10%","-16.50%",25573,"-1.00%","-13.10%",59,7,-16,"96.70%","-0.40%","1.20%","01/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.46428571428571,4.432,81.2,19.8686114261135,"Equilibrium"
"Chicago, IL metro area","$158K","-3.70%","13.70%",4960,"-2.40%","-3.80%","9,155","21.20%","-4.90%",26578,"3.90%","-10.10%",65,6,-8,"96.90%","0.20%","1.00%","02/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.38263157894737,4.3025,81.6,18.6620513206411,"Equilibrium"
"Chicago, IL metro area","$176K","11.40%","13.50%",6234,"25.70%","-9.40%","12,028","31.40%","10.50%",28049,"5.50%","-4.40%",61,-4,-5,"96.80%","-0.10%","0.60%","03/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.32428571428571,4.3425,80,22.2253912795465,"Seller"
"Chicago, IL metro area","$188K","6.50%","8.40%",7370,"18.20%","-7.10%","14,070","17.00%","10.00%",29920,"6.70%","0.00%",45,-16,-5,"97.30%","0.60%","0.50%","04/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.28809523809524,4.3375,84.1,24.6323529411765,"Seller"
"Chicago, IL metro area","$210K","12.00%","14.10%",8483,"15.10%","-10.60%","14,030","-0.30%","10.60%",31374,"4.90%","2.70%",37,-8,-6,"97.30%","-0.10%","0.10%","05/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.3,2.17,4.192,81.9,27.038311978071,"Seller"
"Chicago, IL metro area","$220K","4.80%","6.30%",9686,"14.20%","1.10%","13,403","-4.50%","10.90%",34225,"9.10%","10.00%",33,-4,-6,"97.40%","0.10%","0.10%","06/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.1,2.14619047619048,4.1625,82.5,28.3009495982469,"Seller"
"Chicago, IL metro area","$220K","0.00%","8.60%",9617,"-0.70%","-5.20%","12,471","-7.00%","5.50%",36399,"6.40%","15.70%",33,0,-5,"97.40%","-0.10%","-0.10%","07/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.03590909090909,4.13,81.8,26.4210555235034,"Seller"
"Chicago, IL metro area","$217K","-1.40%","9.60%",9020,"-6.20%","-9.50%","10,878","-12.80%","-3.10%",36223,"-0.50%","15.20%",40,7,1,"97.00%","-0.30%","-0.50%","08/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.94761904761905,4.115,82.5,24.9013058001822,"Seller"
"Chicago, IL metro area","$198K","-9.00%","6.80%",7925,"-12.10%","-4.70%","10,702","-1.60%","6.20%",36190,"-0.10%","13.50%",44,4,3,"96.70%","-0.40%","-0.70%","09/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.96761904761905,4.1625,84.6,21.8983144515059,"Seller"
"Chicago, IL metro area","$187K","-5.20%","6.90%",7931,"0.10%","-2.10%","9,508","-11.20%","2.00%",34902,"-3.60%","9.90%",50,6,6,"96.50%","-0.20%","-0.60%","10/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.85863636363636,4.036,86.9,22.723626153229,"Seller"
"Chicago, IL metro area","$183K","-2.20%","7.60%",6118,"-22.90%","-7.80%","6,731","-29.20%","-0.90%",32351,"-7.30%","15.20%",54,4,4,"96.30%","-0.20%","-0.50%","11/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.79833333333333,3.9975,88.8,18.9113164971716,"Equilibrium"
"Chicago, IL metro area","$185K","1.00%","5.70%",7025,"14.80%","-1.50%","5,360","-20.40%","-4.80%",29191,"-9.80%","13.00%",59,5,7,"96.10%","-0.10%","-1.00%","12/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.57181818181818,3.864,93.6,24.0656366688363,"Seller"
"Chicago, IL metro area","$178K","-3.70%","8.50%",4927,"-29.90%","-3.00%","8,430","57.30%","11.60%",29143,"-0.20%","14.00%",70,11,11,"95.90%","-0.20%","-0.80%","01/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.33,3.67,98.1,16.9062896750506,"Equilibrium"
"Chicago, IL metro area","$172K","-3.40%","8.90%",5036,"2.20%","1.50%","9,765","15.80%","6.70%",29961,"2.80%","12.70%",78,8,13,"95.80%","-0.10%","-1.10%","02/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.35631578947368,3.71,95.4,16.8085177397283,"Equilibrium"
"Chicago, IL metro area","$200K","16.30%","13.60%",7202,"43.00%","15.50%","13,895","42.30%","15.50%",32008,"6.80%","14.10%",71,-7,10,"96.30%","0.50%","-0.40%","03/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.40227272727273,3.77,93,22.500624843789,"Seller"
"Chicago, IL metro area","$210K","5.00%","12.00%",8024,"11.40%","8.90%","14,839","6.80%","5.50%",34317,"7.20%","14.70%",52,-19,7,"96.80%","0.40%","-0.60%","04/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.395,3.672,95.9,23.3819972608328,"Seller"
"Chicago, IL metro area","$223K","6.20%","6.20%",9208,"14.80%","8.50%","14,079","-5.10%","0.30%",35577,"3.70%","13.40%",42,-10,5,"97.00%","0.20%","-0.20%","05/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.5885,3.84,90.7,25.8818899851027,"Seller"
"Chicago, IL metro area","$234K","4.90%","6.40%",11266,"22.40%","16.30%","13,524","-3.90%","0.90%",36406,"2.30%","6.40%",39,-3,6,"97.20%","0.10%","-0.20%","06/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.675,3.9825,96.1,30.9454485524364,"Seller"
"Chicago, IL metro area","$228K","-2.60%","3.60%",10698,"-5.00%","11.20%","12,442","-8.00%","-0.20%",36488,"0.20%","0.20%",40,1,7,"97.10%","0.00%","-0.20%","07/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.65681818181818,4.046,93.1,29.3192282394212,"Seller"
"Chicago, IL metro area","$224K","-1.80%","3.20%",9481,"-11.40%","5.10%","11,033","-11.30%","1.40%",35674,"-2.20%","-1.50%",44,4,4,"96.90%","-0.30%","-0.20%","08/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.46952380952381,3.905,91.9,26.5767786062679,"Seller"
"Chicago, IL metro area","$210K","-6.30%","6.30%",8485,"-10.50%","7.10%","10,154","-8.00%","-5.10%",34764,"-2.60%","-3.90%",46,2,2,"96.80%","0.00%","0.20%","09/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5,1.45952380952381,3.89,87.2,24.4074329766425,"Seller"
"Chicago, IL metro area","$200K","-4.80%","6.90%",8135,"-4.10%","2.60%","9,242","-9.00%","-2.80%",33092,"-4.80%","-5.20%",52,6,2,"96.60%","-0.20%","0.10%","10/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5,1.4252380952381,3.796,90,24.5829807808534,"Seller"
"Chicago, IL metro area","$197K","-1.50%","7.70%",6136,"-24.60%","0.30%","6,624","-28.30%","-1.60%",29976,"-9.40%","-7.30%",55,3,1,"96.40%","-0.20%","0.10%","11/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.37842105263158,3.9425,91.3,20.4697091006138,"Seller"
"Chicago, IL metro area","$200K","1.50%","8.20%",7293,"18.90%","3.80%","4,960","-25.10%","-7.50%",26386,"-12.00%","-9.60%",58,3,-1,"96.30%","-0.10%","0.20%","12/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5,1.26,3.964,92.6,27.6396573940726,"Seller"
"Chicago, IL metro area","$190K","-5.00%","6.70%",5406,"-25.90%","9.70%","8,142","64.20%","-3.40%",26407,"0.10%","-9.40%",66,8,-4,"96.30%","0.00%","0.40%","01/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.18578947368421,3.8725,92,20.4718445866626,"Seller"
"Chicago, IL metro area","$190K","0.00%","10.50%",5376,"-0.60%","6.80%","11,658","43.20%","19.40%",28272,"7.10%","-5.60%",71,5,-7,"96.40%","0.10%","0.60%","02/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.046,3.66,91.7,19.0152801358234,"Equilibrium"
"Chicago, IL metro area","$210K","10.70%","5.10%",7324,"36.20%","1.70%","14,110","21.00%","1.50%",29924,"5.80%","-6.50%",63,-8,-8,"96.90%","0.50%","0.60%","03/01/16",NA,NA,NA,NA,NA,NA,NA,NA,5,1.01409090909091,3.694,91,24.4753375217217,"Seller"
"Chicago, IL metro area","$231K","9.90%","10.00%",8850,"20.80%","10.30%","14,290","1.30%","-3.70%",31367,"4.80%","-8.60%",41,-22,-11,"97.20%","0.30%","0.40%","04/01/16",NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.03714285714286,3.605,89,28.2143654158829,"Seller"
"Chicago, IL metro area","$235K","1.70%","5.40%",10064,"13.70%","9.30%","13,914","-2.60%","-1.20%",32411,"3.30%","-8.90%",36,-5,-6,"97.40%","0.20%","0.40%","05/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.99,3.6,94.7,31.0511863256302,"Seller"
"Chicago, IL metro area","$246K","4.70%","5.10%",11632,"15.60%","3.20%","13,501","-3.00%","-0.20%",32889,"1.50%","-9.70%",33,-3,-6,"97.60%","0.20%","0.40%","06/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.912727272727273,3.568,93.5,35.3674480829457,"Seller"
"Chicago, IL metro area","$241K","-2.00%","5.70%",9987,"-14.10%","-6.60%","11,731","-13.10%","-5.70%",32922,"0.10%","-9.80%",35,2,-5,"97.50%","-0.10%","0.40%","07/01/16","180.847","1927","2103","1963","1800","1251","2130","2172",4.8,0.8315,3.44,90,30.3353380718061,"Seller"
"Chicago, IL metro area","$235K","-2.50%","4.90%",10312,"3.30%","8.80%","10,976","-6.40%","-0.50%",32118,"-2.40%","-10.00%",39,4,-5,"97.20%","-0.30%","0.40%","08/01/16","181.836","1921","2100","1945","1787","1250","2106","2158",4.9,0.819130434782609,3.435,89.8,32.1066068871038,"Seller"
"Chicago, IL metro area","$220K","-6.40%","4.80%",8627,"-16.30%","1.70%","10,170","-7.30%","0.20%",31723,"-1.20%","-8.70%",41,2,-5,"97.10%","-0.10%","0.30%","09/01/16","182.81","1920","2086","1920","1774","1248","2107","2123",5,0.859523809523809,3.46,91.2,27.1947798127542,"Seller"
"Chicago, IL metro area","$220K","0.00%","10.00%",7726,"-10.40%","-5.00%","8,582","-15.60%","-7.10%",29915,"-5.70%","-9.60%",46,5,-6,"96.90%","-0.20%","0.30%","10/01/16","183.738","1913","2056","1911","1778","1250","2090","2110",4.9,0.9215,3.47,87.2,25.8265084405816,"Seller"
"Chicago, IL metro area","$215K","-2.30%","9.10%",7119,"-7.90%","16.00%","6,558","-23.60%","-1.00%",27143,"-9.30%","-9.50%",49,3,-6,"96.80%","-0.10%","0.40%","11/01/16","184.748","1903","2045","1900","1775","1244","2110","2100",4.7,1.1625,3.77,93.8,26.2277566960174,"Seller"
"Chicago, IL metro area","$215K","0.00%","7.50%",7065,"-0.80%","-3.10%","4,599","-29.90%","-7.30%",23508,"-13.40%","-10.90%",54,5,-4,"96.60%","-0.20%","0.30%","12/01/16","185.71","1891","2017","1871","1772","1238","2110","2083",4.7,1.2952380952381,4.198,98.2,30.0535987748851,"Seller"
"Chicago, IL metro area","$208K","-3.30%","9.50%",5503,"-22.10%","1.80%","8,477","84.30%","4.10%",23507,"0.00%","-11.00%",62,8,-4,"96.40%","-0.20%","0.10%","01/01/17","186.792","1885","2012","1880","1757","1242","2110","2094",4.7,1.226,4.15,98.5,23.4100480707874,"Seller"
"Chicago, IL metro area","$209K","0.50%","10.00%",5249,"-4.60%","-2.40%","11,272","33.00%","-3.30%",25224,"7.30%","-10.80%",66,4,-5,"96.80%","0.40%","0.40%","02/01/17","187.31","1897","2056","1922","1762","1253","2151","2130",4.6,1.21789473684211,4.1675,96.3,20.8095464636854,"Seller"
"Chicago, IL metro area","$235K","12.40%","11.70%",8446,"60.90%","15.30%","14,289","26.80%","1.30%",26770,"6.10%","-10.50%",50,-16,-13,"97.30%","0.50%","0.40%","03/01/17","187.988","1918","2099","1990","1777","1260","2144","2191",4.4,1.16869565217391,4.196,96.9,31.5502428091147,"Seller"
"Chicago, IL metro area","$247K","5.20%","6.90%",8793,"4.10%","-0.60%","13,150","-8.00%","-8.00%",27744,"3.60%","-11.60%",33,-17,-8,"97.60%","0.30%","0.40%","04/01/17","188.719","1947","2100","2000","1780","1260","2150","2228",4.4,1.05631578947368,4.045,97,31.693339100346,"Seller"
"Chicago, IL metro area","$250K","1.20%","6.40%",10762,"22.40%","6.90%","14,020","6.60%","0.80%",28500,"2.70%","-12.10%",29,-4,-7,"97.80%","0.10%","0.40%","05/01/17","189.607","1967","2100","2013","1827","1260","2168","2249",4.4,1.00181818181818,4.01,97.1,37.7614035087719,"Seller"
"Chicago, IL metro area","$255K","2.00%","3.60%",12067,"12.10%","3.70%","13,600","-3.00%","0.70%",29525,"3.60%","-10.20%",28,-1,-5,"97.90%","0.10%","0.30%","06/01/17","190.516","1977","2101","2013","1819","1257","2175","2250",4.3,0.844545454545454,3.904,95,40.8704487722269,"Seller"
"Chicago, IL metro area","$250K","-1.90%","3.70%",9717,"-19.50%","-2.70%","11,502","-15.40%","-2.00%",29772,"0.80%","-9.60%",30,2,-5,"97.80%","-0.10%","0.30%","07/01/17","191.462","1975","2074","2000","1822","1260","2158","2228",4.3,0.9455,3.9675,93.4,32.6380491737203,"Seller"
"Chicago, IL metro area","$240K","-4.00%","2.10%",10122,"4.20%","-1.80%","11,195","-2.70%","2.00%",29523,"-0.80%","-8.10%",32,2,-7,"97.50%","-0.30%","0.20%","08/01/17","192.646","1967","2064","1985","1810","1257","2132","2192",4.4,0.873913043478261,3.88,96.8,34.2851336246316,"Seller"
"Chicago, IL metro area","$234K","-2.50%","6.40%",8274,"-18.30%","-4.10%","10,152","-9.30%","-0.20%",29390,"-0.50%","-7.40%",36,4,-5,"97.30%","-0.10%","0.20%","09/01/17","193.741","1960","2032","1965","1800","1258","2140","2177",4.3,0.8175,3.805,95.1,28.1524328002722,"Seller"
"Chicago, IL metro area","$225K","-3.80%","2.30%",7926,"-4.20%","2.60%","8,931","-12.00%","4.10%",27670,"-5.90%","-7.50%",41,5,-5,"97.00%","-0.30%","0.10%","10/01/17","194.788","1951","2036","1946","1801","1266","2114","2163",4.2,0.81047619047619,3.895,100.7,28.6447415973979,"Seller"
"Chicago, IL metro area","$225K","0.00%","4.70%",7141,"-9.90%","0.30%","6,630","-25.80%","1.10%",24857,"-10.20%","-8.40%",44,3,-5,"97.00%","0.00%","0.20%","11/01/17","195.941","1940","2020","1924","1807","1276","2133","2226",4.2,0.656666666666667,3.922,98.5,28.7283260248622,"Seller"
"Chicago, IL metro area","$227K","0.90%","5.60%",7100,"-0.60%","0.50%","4,523","-31.80%","-1.70%",21458,"-13.70%","-8.70%",49,5,-5,"97.00%","0.00%","0.40%","12/01/17","197.161","1917","2012","1895","1820","1252","2148","2040",4.1,0.5585,3.95,95.9,33.0878926274583,"Seller"
"Chicago, IL metro area","$225K","-0.90%","8.20%",5184,"-27.00%","-5.80%","8,205","81.40%","-3.20%",21435,"-0.10%","-8.80%",56,7,-6,"96.70%","-0.20%","0.40%","01/01/18","198.301","1908","2007","1893","1806","1257","2184","2054",4,0.551904761904762,4.0325,95.7,24.184744576627,"Seller"
"Chicago, IL metro area","$230K","2.20%","10.00%",5091,"-1.80%","-3.00%","10,341","26.00%","-8.30%",22938,"7.00%","-9.10%",64,8,-2,"96.90%","0.20%","0.10%","02/01/18","199.228","1917","2025","1951","1814","1252","2179","2090",4.1,0.683684210526316,4.33,99.7,22.1946115616008,"Seller"
"Chicago, IL metro area","$245K","6.50%","4.30%",7789,"53.00%","-7.80%","13,691","32.40%","-4.20%",24447,"6.60%","-8.70%",47,-17,-3,"97.30%","0.40%","0.00%","03/01/18","199.966","1940","2061","2000","1824","1235","2172","2116",4,0.566666666666667,4.444,101.4,31.8607600114533,"Seller"
"Chicago, IL metro area","$253K","3.10%","2.20%",9102,"16.90%","3.50%","14,353","4.80%","9.10%",26276,"7.50%","-5.30%",31,-16,-2,"97.70%","0.40%","0.10%","04/01/18","200.661","1964","2042","2015","1845","1238","2153","2129",4,0.484761904761905,4.4675,98.8,34.6399756431725,"Seller"
"Chicago, IL metro area","$255K","1.00%","2.00%",10595,"16.40%","-1.60%","14,529","1.20%","3.60%",28035,"6.70%","-1.60%",26,-5,-3,"97.80%","0.10%","0.00%","05/01/18","201.424","1980","2056","2021","1855","1248","2180","2140",3.8,0.465909090909091,4.586,98,37.7920456572142,"Seller"
